Python 3.12.5
['▁<', '|', 'endo', 'f', 'text', '|', '>']
[39, 19, 37, 35, 38, 19, 40]
['▁Before', '▁we', '▁pro', 'ce', 'ed', '▁any', '▁further', ',', '▁hear', '▁me', '▁speak', '.']
torch.Size([512, 128]) torch.Size([512, 128])
The <|endoftext|> id is : 1
total params: 12,597,504
model size: 48.243MB
Training on cuda.
Epoch 1/2:
Step 1/953240 - LR:0.0016 - train_loss: 8.497
Step 11/953240 - LR:0.0016 - train_loss: 5.979
Step 21/953240 - LR:0.0017 - train_loss: 5.954
Step 31/953240 - LR:0.0016 - train_loss: 5.940
Step 41/953240 - LR:0.0017 - train_loss: 5.930
Step 51/953240 - LR:0.0016 - train_loss: 5.890
Step 61/953240 - LR:0.0017 - train_loss: 5.825
Step 71/953240 - LR:0.0016 - train_loss: 5.620
Step 81/953240 - LR:0.0017 - train_loss: 5.494
Step 91/953240 - LR:0.0016 - train_loss: 5.526
Step 101/953240 - LR:0.0016 - train_loss: 5.359
Step 111/953240 - LR:0.0016 - train_loss: 5.288
Step 121/953240 - LR:0.0017 - train_loss: 5.202
Step 131/953240 - LR:0.0016 - train_loss: 5.191
Step 141/953240 - LR:0.0017 - train_loss: 5.109
Step 151/953240 - LR:0.0016 - train_loss: 5.083
Step 161/953240 - LR:0.0017 - train_loss: 5.012
Step 171/953240 - LR:0.0016 - train_loss: 5.027
Step 181/953240 - LR:0.0017 - train_loss: 5.055
Step 191/953240 - LR:0.0016 - train_loss: 5.055
Step 201/953240 - LR:0.0016 - train_loss: 4.985
Step 211/953240 - LR:0.0016 - train_loss: 5.000
Step 221/953240 - LR:0.0016 - train_loss: 4.910
Step 231/953240 - LR:0.0016 - train_loss: 4.880
Step 241/953240 - LR:0.0017 - train_loss: 4.881
Step 251/953240 - LR:0.0016 - train_loss: 4.869
Step 261/953240 - LR:0.0017 - train_loss: 4.840
Step 271/953240 - LR:0.0016 - train_loss: 4.972
Step 281/953240 - LR:0.0017 - train_loss: 4.876
Step 291/953240 - LR:0.0016 - train_loss: 4.824
Step 301/953240 - LR:0.0017 - train_loss: 4.700
Step 311/953240 - LR:0.0016 - train_loss: 4.682
Step 321/953240 - LR:0.0017 - train_loss: 4.555
Step 331/953240 - LR:0.0016 - train_loss: 4.491
Step 341/953240 - LR:0.0017 - train_loss: 4.436
Step 351/953240 - LR:0.0016 - train_loss: 4.432
Step 361/953240 - LR:0.0017 - train_loss: 4.388
Step 371/953240 - LR:0.0016 - train_loss: 4.486
Step 381/953240 - LR:0.0017 - train_loss: 4.326
Step 391/953240 - LR:0.0016 - train_loss: 4.440
Step 401/953240 - LR:0.0017 - train_loss: 4.336
Step 411/953240 - LR:0.0016 - train_loss: 4.333
Step 421/953240 - LR:0.0017 - train_loss: 4.182
Step 431/953240 - LR:0.0016 - train_loss: 4.234
Step 441/953240 - LR:0.0017 - train_loss: 4.124
Step 451/953240 - LR:0.0016 - train_loss: 4.081
Step 461/953240 - LR:0.0017 - train_loss: 4.014
Step 471/953240 - LR:0.0016 - train_loss: 4.080
Step 481/953240 - LR:0.0017 - train_loss: 4.031
Step 491/953240 - LR:0.0016 - train_loss: 4.163
Step 501/953240 - LR:0.0017 - train_loss: 3.964
Step 511/953240 - LR:0.0016 - train_loss: 4.070
Step 521/953240 - LR:0.0017 - train_loss: 3.937
Step 531/953240 - LR:0.0016 - train_loss: 3.928
Step 541/953240 - LR:0.0017 - train_loss: 3.826
Step 551/953240 - LR:0.0016 - train_loss: 3.974
Step 561/953240 - LR:0.0017 - train_loss: 3.875
Step 571/953240 - LR:0.0016 - train_loss: 3.902
Step 581/953240 - LR:0.0016 - train_loss: 3.827
Step 591/953240 - LR:0.0016 - train_loss: 3.886
Step 601/953240 - LR:0.0016 - train_loss: 3.825
Step 611/953240 - LR:0.0016 - train_loss: 3.889
Step 621/953240 - LR:0.0016 - train_loss: 3.820
Step 631/953240 - LR:0.0016 - train_loss: 3.912
Step 641/953240 - LR:0.0017 - train_loss: 3.765
Step 651/953240 - LR:0.0016 - train_loss: 3.810
Step 661/953240 - LR:0.0017 - train_loss: 3.752
Step 671/953240 - LR:0.0016 - train_loss: 3.743
Step 681/953240 - LR:0.0017 - train_loss: 3.736
Step 691/953240 - LR:0.0016 - train_loss: 3.686
Step 701/953240 - LR:0.0017 - train_loss: 3.673
Step 711/953240 - LR:0.0016 - train_loss: 3.779
Step 721/953240 - LR:0.0017 - train_loss: 3.658
Step 731/953240 - LR:0.0016 - train_loss: 3.702
Step 741/953240 - LR:0.0017 - train_loss: 3.655
Step 751/953240 - LR:0.0016 - train_loss: 3.812
Step 761/953240 - LR:0.0017 - train_loss: 3.693
Step 771/953240 - LR:0.0016 - train_loss: 3.770
Step 781/953240 - LR:0.0016 - train_loss: 3.654
Step 791/953240 - LR:0.0016 - train_loss: 3.698
Step 801/953240 - LR:0.0017 - train_loss: 3.624
Step 811/953240 - LR:0.0016 - train_loss: 3.653
Step 821/953240 - LR:0.0017 - train_loss: 3.577
Step 831/953240 - LR:0.0016 - train_loss: 3.613
Step 841/953240 - LR:0.0017 - train_loss: 3.573
Step 851/953240 - LR:0.0016 - train_loss: 3.619
Step 861/953240 - LR:0.0017 - train_loss: 3.586
Step 871/953240 - LR:0.0016 - train_loss: 3.651
Step 881/953240 - LR:0.0017 - train_loss: 3.555
Step 891/953240 - LR:0.0016 - train_loss: 3.613
Step 901/953240 - LR:0.0017 - train_loss: 3.540
Step 911/953240 - LR:0.0016 - train_loss: 3.567
Step 921/953240 - LR:0.0017 - train_loss: 3.516
Step 931/953240 - LR:0.0016 - train_loss: 3.605
Step 941/953240 - LR:0.0017 - train_loss: 3.520
Step 951/953240 - LR:0.0016 - train_loss: 3.492
Step 961/953240 - LR:0.0017 - train_loss: 3.422
Step 971/953240 - LR:0.0016 - train_loss: 3.559
Step 981/953240 - LR:0.0017 - train_loss: 3.475
Step 991/953240 - LR:0.0016 - train_loss: 3.547
Step 1001/953240 - LR:0.0017 - train_loss: 3.499
Step 1011/953240 - LR:0.0016 - train_loss: 3.479
Step 1021/953240 - LR:0.0017 - train_loss: 3.406
Step 1031/953240 - LR:0.0016 - train_loss: 3.522
Step 1041/953240 - LR:0.0017 - train_loss: 3.388
Step 1051/953240 - LR:0.0016 - train_loss: 3.593
Step 1061/953240 - LR:0.0017 - train_loss: 3.441
Step 1071/953240 - LR:0.0016 - train_loss: 3.458
Step 1081/953240 - LR:0.0017 - train_loss: 3.400
Step 1091/953240 - LR:0.0016 - train_loss: 3.442
Step 1101/953240 - LR:0.0017 - train_loss: 3.361
Step 1111/953240 - LR:0.0016 - train_loss: 3.438
Step 1121/953240 - LR:0.0017 - train_loss: 3.329
Step 1131/953240 - LR:0.0016 - train_loss: 3.440
Step 1141/953240 - LR:0.0017 - train_loss: 3.328
Step 1151/953240 - LR:0.0016 - train_loss: 3.404
Step 1161/953240 - LR:0.0017 - train_loss: 3.336
Step 1171/953240 - LR:0.0016 - train_loss: 3.318
Step 1181/953240 - LR:0.0017 - train_loss: 3.306
Step 1191/953240 - LR:0.0016 - train_loss: 3.445
Step 1201/953240 - LR:0.0017 - train_loss: 3.311
Step 1211/953240 - LR:0.0016 - train_loss: 3.382
Step 1221/953240 - LR:0.0017 - train_loss: 3.284
Step 1231/953240 - LR:0.0016 - train_loss: 3.369
Step 1241/953240 - LR:0.0017 - train_loss: 3.302
Step 1251/953240 - LR:0.0016 - train_loss: 3.354
Step 1261/953240 - LR:0.0017 - train_loss: 3.206
Step 1271/953240 - LR:0.0016 - train_loss: 3.266
Step 1281/953240 - LR:0.0017 - train_loss: 3.264
Step 1291/953240 - LR:0.0016 - train_loss: 3.345
Step 1301/953240 - LR:0.0017 - train_loss: 3.249
Step 1311/953240 - LR:0.0016 - train_loss: 3.310
Step 1321/953240 - LR:0.0017 - train_loss: 3.277
Step 1331/953240 - LR:0.0016 - train_loss: 3.331
Step 1341/953240 - LR:0.0016 - train_loss: 3.219
Step 1351/953240 - LR:0.0016 - train_loss: 3.237
Step 1361/953240 - LR:0.0017 - train_loss: 3.154
Step 1371/953240 - LR:0.0016 - train_loss: 3.203
Step 1381/953240 - LR:0.0017 - train_loss: 3.179
Step 1391/953240 - LR:0.0016 - train_loss: 3.291
Step 1401/953240 - LR:0.0017 - train_loss: 3.145
Step 1411/953240 - LR:0.0016 - train_loss: 3.181
Step 1421/953240 - LR:0.0016 - train_loss: 3.125
Step 1431/953240 - LR:0.0016 - train_loss: 3.189
Step 1441/953240 - LR:0.0017 - train_loss: 3.173
Step 1451/953240 - LR:0.0016 - train_loss: 3.225
Step 1461/953240 - LR:0.0017 - train_loss: 3.113
Step 1471/953240 - LR:0.0016 - train_loss: 3.211
Step 1481/953240 - LR:0.0017 - train_loss: 3.131
Step 1491/953240 - LR:0.0016 - train_loss: 3.150
Step 1501/953240 - LR:0.0017 - train_loss: 3.097
Step 1511/953240 - LR:0.0016 - train_loss: 3.129
Step 1521/953240 - LR:0.0017 - train_loss: 3.061
Step 1531/953240 - LR:0.0016 - train_loss: 3.115
Step 1541/953240 - LR:0.0017 - train_loss: 3.061
Step 1551/953240 - LR:0.0016 - train_loss: 3.155
Step 1561/953240 - LR:0.0016 - train_loss: 3.075
Step 1571/953240 - LR:0.0016 - train_loss: 3.124
Step 1581/953240 - LR:0.0017 - train_loss: 3.064
Step 1591/953240 - LR:0.0016 - train_loss: 3.132
Step 1601/953240 - LR:0.0017 - train_loss: 3.013
Step 1611/953240 - LR:0.0016 - train_loss: 3.093
Step 1621/953240 - LR:0.0017 - train_loss: 3.015
Step 1631/953240 - LR:0.0016 - train_loss: 3.136
Step 1641/953240 - LR:0.0016 - train_loss: 3.018
Step 1651/953240 - LR:0.0016 - train_loss: 3.098
Step 1661/953240 - LR:0.0017 - train_loss: 2.962
Step 1671/953240 - LR:0.0016 - train_loss: 3.050
Step 1681/953240 - LR:0.0017 - train_loss: 3.000
Step 1691/953240 - LR:0.0016 - train_loss: 3.030
Step 1701/953240 - LR:0.0017 - train_loss: 2.984
Step 1711/953240 - LR:0.0016 - train_loss: 3.010
Step 1721/953240 - LR:0.0016 - train_loss: 2.981
Step 1731/953240 - LR:0.0016 - train_loss: 3.014
Step 1741/953240 - LR:0.0017 - train_loss: 2.915
Step 1751/953240 - LR:0.0016 - train_loss: 2.997
Step 1761/953240 - LR:0.0017 - train_loss: 2.927
Step 1771/953240 - LR:0.0016 - train_loss: 3.013
Step 1781/953240 - LR:0.0017 - train_loss: 2.933
Step 1791/953240 - LR:0.0016 - train_loss: 2.998
Step 1801/953240 - LR:0.0017 - train_loss: 2.912
Step 1811/953240 - LR:0.0016 - train_loss: 2.985
Step 1821/953240 - LR:0.0017 - train_loss: 2.932
Step 1831/953240 - LR:0.0016 - train_loss: 2.958
Step 1841/953240 - LR:0.0017 - train_loss: 2.938
